appln_id,full_pub_number,Abstract
623836735,KR20240175915A,"Translated fromKorean일 실시예에 따른 고대역폭 메모리는, 복수의 도전성 라인들을 포함하는 버퍼 다이; 상기 버퍼 다이 상의 메모리 적층 구조체 - 상기 메모리 적층 구조체는 적층된 복수의 메모리 다이들을 포함함 -; 상기 버퍼 다이 및 상기 메모리 적층 구조체 사이의 상호 접속 구조체 - 상기 상호 접속 구조체는 복수의 접속 부재들 및 상기 복수의 접속 부재들을 둘러싸는 절연 부재를 포함함 -; 및 상기 버퍼 다이 상에, 그리고 상기 복수의 접속 부재들과 나란히(Side by Side) 배치되는 복수의 도전성 패드들 - 상기 복수의 도전성 라인들 중 각각의 도전성 라인은 상기 복수의 접속 부재들 중 각각의 접속 부재를 상기 복수의 도전성 패드들 중 각각의 도전성 패드에 연결함 - 을 포함할 수 있다.In one embodiment, a high bandwidth memory may include: a buffer die including a plurality of conductive lines; a memory stack structure on the buffer die, the memory stack structure including a plurality of stacked memory dies; an interconnect structure between the buffer die and the memory stack structure, the interconnect structure including a plurality of connection members and an insulating member surrounding the plurality of connection members; and a plurality of conductive pads disposed on the buffer die and side by side with the plurality of connection members, each conductive line of the plurality of conductive lines connecting a respective connection member of the plurality of connection members to a respective conductive pad of the plurality of conductive pads."
623836735,KR20240175915A,"Translated fromKorean일 실시예에 따른 고대역폭 메모리는, 복수의 도전성 라인들을 포함하는 버퍼 다이; 상기 버퍼 다이 상의 메모리 적층 구조체 - 상기 메모리 적층 구조체는 적층된 복수의 메모리 다이들을 포함함 -; 상기 버퍼 다이 및 상기 메모리 적층 구조체 사이의 상호 접속 구조체 - 상기 상호 접속 구조체는 복수의 접속 부재들 및 상기 복수의 접속 부재들을 둘러싸는 절연 부재를 포함함 -; 및 상기 버퍼 다이 상에, 그리고 상기 복수의 접속 부재들과 나란히(Side by Side) 배치되는 복수의 도전성 패드들 - 상기 복수의 도전성 라인들 중 각각의 도전성 라인은 상기 복수의 접속 부재들 중 각각의 접속 부재를 상기 복수의 도전성 패드들 중 각각의 도전성 패드에 연결함 - 을 포함할 수 있다.In one embodiment, a high bandwidth memory may include: a buffer die including a plurality of conductive lines; a memory stack structure on the buffer die, the memory stack structure including a plurality of stacked memory dies; an interconnect structure between the buffer die and the memory stack structure, the interconnect structure including a plurality of connection members and an insulating member surrounding the plurality of connection members; and a plurality of conductive pads disposed on the buffer die and side by side with the plurality of connection members, each conductive line of the plurality of conductive lines connecting a respective connection member of the plurality of connection members to a respective conductive pad of the plurality of conductive pads."
623836735,KR20240175915A,"Translated fromKorean일 실시예에 따른 고대역폭 메모리는, 복수의 도전성 라인들을 포함하는 버퍼 다이; 상기 버퍼 다이 상의 메모리 적층 구조체 - 상기 메모리 적층 구조체는 적층된 복수의 메모리 다이들을 포함함 -; 상기 버퍼 다이 및 상기 메모리 적층 구조체 사이의 상호 접속 구조체 - 상기 상호 접속 구조체는 복수의 접속 부재들 및 상기 복수의 접속 부재들을 둘러싸는 절연 부재를 포함함 -; 및 상기 버퍼 다이 상에, 그리고 상기 복수의 접속 부재들과 나란히(Side by Side) 배치되는 복수의 도전성 패드들 - 상기 복수의 도전성 라인들 중 각각의 도전성 라인은 상기 복수의 접속 부재들 중 각각의 접속 부재를 상기 복수의 도전성 패드들 중 각각의 도전성 패드에 연결함 - 을 포함할 수 있다.In one embodiment, a high bandwidth memory may include: a buffer die including a plurality of conductive lines; a memory stack structure on the buffer die, the memory stack structure including a plurality of stacked memory dies; an interconnect structure between the buffer die and the memory stack structure, the interconnect structure including a plurality of connection members and an insulating member surrounding the plurality of connection members; and a plurality of conductive pads disposed on the buffer die and side by side with the plurality of connection members, each conductive line of the plurality of conductive lines connecting a respective connection member of the plurality of connection members to a respective conductive pad of the plurality of conductive pads."
623836735,KR20240175915A,"Translated fromKorean일 실시예에 따른 고대역폭 메모리는, 복수의 도전성 라인들을 포함하는 버퍼 다이; 상기 버퍼 다이 상의 메모리 적층 구조체 - 상기 메모리 적층 구조체는 적층된 복수의 메모리 다이들을 포함함 -; 상기 버퍼 다이 및 상기 메모리 적층 구조체 사이의 상호 접속 구조체 - 상기 상호 접속 구조체는 복수의 접속 부재들 및 상기 복수의 접속 부재들을 둘러싸는 절연 부재를 포함함 -; 및 상기 버퍼 다이 상에, 그리고 상기 복수의 접속 부재들과 나란히(Side by Side) 배치되는 복수의 도전성 패드들 - 상기 복수의 도전성 라인들 중 각각의 도전성 라인은 상기 복수의 접속 부재들 중 각각의 접속 부재를 상기 복수의 도전성 패드들 중 각각의 도전성 패드에 연결함 - 을 포함할 수 있다.In one embodiment, a high bandwidth memory may include: a buffer die including a plurality of conductive lines; a memory stack structure on the buffer die, the memory stack structure including a plurality of stacked memory dies; an interconnect structure between the buffer die and the memory stack structure, the interconnect structure including a plurality of connection members and an insulating member surrounding the plurality of connection members; and a plurality of conductive pads disposed on the buffer die and side by side with the plurality of connection members, each conductive line of the plurality of conductive lines connecting a respective connection member of the plurality of connection members to a respective conductive pad of the plurality of conductive pads."
623836735,KR20240175915A,"Translated fromKorean일 실시예에 따른 고대역폭 메모리는, 복수의 도전성 라인들을 포함하는 버퍼 다이; 상기 버퍼 다이 상의 메모리 적층 구조체 - 상기 메모리 적층 구조체는 적층된 복수의 메모리 다이들을 포함함 -; 상기 버퍼 다이 및 상기 메모리 적층 구조체 사이의 상호 접속 구조체 - 상기 상호 접속 구조체는 복수의 접속 부재들 및 상기 복수의 접속 부재들을 둘러싸는 절연 부재를 포함함 -; 및 상기 버퍼 다이 상에, 그리고 상기 복수의 접속 부재들과 나란히(Side by Side) 배치되는 복수의 도전성 패드들 - 상기 복수의 도전성 라인들 중 각각의 도전성 라인은 상기 복수의 접속 부재들 중 각각의 접속 부재를 상기 복수의 도전성 패드들 중 각각의 도전성 패드에 연결함 - 을 포함할 수 있다.In one embodiment, a high bandwidth memory may include: a buffer die including a plurality of conductive lines; a memory stack structure on the buffer die, the memory stack structure including a plurality of stacked memory dies; an interconnect structure between the buffer die and the memory stack structure, the interconnect structure including a plurality of connection members and an insulating member surrounding the plurality of connection members; and a plurality of conductive pads disposed on the buffer die and side by side with the plurality of connection members, each conductive line of the plurality of conductive lines connecting a respective connection member of the plurality of connection members to a respective conductive pad of the plurality of conductive pads."
623836735,KR20240175915A,"Translated fromKorean일 실시예에 따른 고대역폭 메모리는, 복수의 도전성 라인들을 포함하는 버퍼 다이; 상기 버퍼 다이 상의 메모리 적층 구조체 - 상기 메모리 적층 구조체는 적층된 복수의 메모리 다이들을 포함함 -; 상기 버퍼 다이 및 상기 메모리 적층 구조체 사이의 상호 접속 구조체 - 상기 상호 접속 구조체는 복수의 접속 부재들 및 상기 복수의 접속 부재들을 둘러싸는 절연 부재를 포함함 -; 및 상기 버퍼 다이 상에, 그리고 상기 복수의 접속 부재들과 나란히(Side by Side) 배치되는 복수의 도전성 패드들 - 상기 복수의 도전성 라인들 중 각각의 도전성 라인은 상기 복수의 접속 부재들 중 각각의 접속 부재를 상기 복수의 도전성 패드들 중 각각의 도전성 패드에 연결함 - 을 포함할 수 있다.In one embodiment, a high bandwidth memory may include: a buffer die including a plurality of conductive lines; a memory stack structure on the buffer die, the memory stack structure including a plurality of stacked memory dies; an interconnect structure between the buffer die and the memory stack structure, the interconnect structure including a plurality of connection members and an insulating member surrounding the plurality of connection members; and a plurality of conductive pads disposed on the buffer die and side by side with the plurality of connection members, each conductive line of the plurality of conductive lines connecting a respective connection member of the plurality of connection members to a respective conductive pad of the plurality of conductive pads."
625849510,US2025054911A1,Abstract 없음
625849510,US2025054911A1,Abstract 없음
625849510,US2025054911A1,Abstract 없음
572671697,US11735528B2,"A semiconductor memory stack connected to a processing unit, and associated methods and systems are disclosed. In some embodiments, the semiconductor memory stack may include one or more memory dies attached to and carried by a memory controller die—e.g., high-bandwidth memory. Further, a processing unit (e.g., a processor) may be attached to the memory controller die without an interposer to provide the shortest possible route for signals traveling between the semiconductor memory stack and the processing unit. In addition, the semiconductor memory stack and the processing unit can be attached to a package substrate without an interposer."
572671697,US11735528B2,"A semiconductor memory stack connected to a processing unit, and associated methods and systems are disclosed. In some embodiments, the semiconductor memory stack may include one or more memory dies attached to and carried by a memory controller die—e.g., high-bandwidth memory. Further, a processing unit (e.g., a processor) may be attached to the memory controller die without an interposer to provide the shortest possible route for signals traveling between the semiconductor memory stack and the processing unit. In addition, the semiconductor memory stack and the processing unit can be attached to a package substrate without an interposer."
572671697,US11735528B2,"A semiconductor memory stack connected to a processing unit, and associated methods and systems are disclosed. In some embodiments, the semiconductor memory stack may include one or more memory dies attached to and carried by a memory controller die—e.g., high-bandwidth memory. Further, a processing unit (e.g., a processor) may be attached to the memory controller die without an interposer to provide the shortest possible route for signals traveling between the semiconductor memory stack and the processing unit. In addition, the semiconductor memory stack and the processing unit can be attached to a package substrate without an interposer."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577121632,US11681457B2,"According to some embodiments, for a memory device including a base die and a stack of memory dies including a plurality of memory dies stacked on the base die, the base die including a plurality of first input/output (i/o) terminals that are command/address and data terminals and a plurality of second i/o terminals that are direct access terminals, a method includes receiving at the plurality of first i/o terminals a command/address, a clock signal, and data; first transmitting the command/address, clock signal, and data received by the plurality of first i/o terminals from the base die to the stack of memory dies; and second transmitting at least part of one or more of the command/address, clock signal, and data received by a set of the plurality of first i/o terminals through a circuit of the base die to the plurality of second i/o terminals."
577515609,US11810640B2,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577515609,US11810640B2,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577515609,US11810640B2,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577515609,US11810640B2,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577515609,US11810640B2,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577515609,US11810640B2,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577515609,US11810640B2,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577532402,WO2023025500A1,"Embodiments disclosed herein include a semiconductor structure (100). The semiconductor structure includes a spin transfer torque (STT) magnetoresistive random access memory (MRAM) stack (104). The semiconductor structure also includes a spin orbit torque (SOT) MRAM stack (106, 124) vertically in series with the STT-MRAM. The SOT-MRAM stack includes a heavy metal spin hall effect rail (124) configured to flip an SOT free-layer magnetic orientation in response to a horizontal signal through the heavy metal rail."
577532402,WO2023025500A1,"Embodiments disclosed herein include a semiconductor structure (100). The semiconductor structure includes a spin transfer torque (STT) magnetoresistive random access memory (MRAM) stack (104). The semiconductor structure also includes a spin orbit torque (SOT) MRAM stack (106, 124) vertically in series with the STT-MRAM. The SOT-MRAM stack includes a heavy metal spin hall effect rail (124) configured to flip an SOT free-layer magnetic orientation in response to a horizontal signal through the heavy metal rail."
577983803,WO2022173700A1,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577983803,WO2022173700A1,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577983803,WO2022173700A1,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577983803,WO2022173700A1,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577983803,WO2022173700A1,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577983803,WO2022173700A1,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
577983803,WO2022173700A1,"A memory module including a memory array of storage transistors and a control circuit where the control circuit includes a memory interface for providing high bandwidth access to the memory array on serial data lanes. In some embodiments, the control circuit of a memory module includes multiple transceivers for connecting to serial data lanes. In one embodiment, the memory interface of a memory module configures some transceivers for host connection or for upstream connection to an upstream memory module and configures other transceivers for downstream connection to a downstream memory module. In other embodiments, a multi-module memory device is formed using multiple memory modules connected in a cascade configuration or in a star configuration to provide high bandwidth memory access to all memory locations of the multiple memory modules using the given number of serial data lanes of the host connection."
581925203,CN115273923A,"A system comprising: a High Bandwidth Memory (HBM), comprising: a first sensing unit configured to generate one or more first ambient signals corresponding to a first transistor in a first memory cell; and a second sensing unit configured to generate one or more second ambient signals corresponding to a second transistor in a second memory cell; and a Differential Dynamic Voltage and Frequency Scaling (DDVFS) device configured to perform the following for a first group of memory cells including a first memory cell: (1) A temperature of a first group controlled by adjusting one or more first transistor temperature effects (TTA) based on one or more first ambient signals, and (2) for a second group of memory cells including a second memory cell, a temperature of the second group controlled by adjusting one or more second TTA parameters based on one or more second ambient signals. Embodiments of the present application provide a system for controlling temperature in a memory and a method of controlling temperature in an HBM."
581925203,CN115273923A,"A system comprising: a High Bandwidth Memory (HBM), comprising: a first sensing unit configured to generate one or more first ambient signals corresponding to a first transistor in a first memory cell; and a second sensing unit configured to generate one or more second ambient signals corresponding to a second transistor in a second memory cell; and a Differential Dynamic Voltage and Frequency Scaling (DDVFS) device configured to perform the following for a first group of memory cells including a first memory cell: (1) A temperature of a first group controlled by adjusting one or more first transistor temperature effects (TTA) based on one or more first ambient signals, and (2) for a second group of memory cells including a second memory cell, a temperature of the second group controlled by adjusting one or more second TTA parameters based on one or more second ambient signals. Embodiments of the present application provide a system for controlling temperature in a memory and a method of controlling temperature in an HBM."
581925203,CN115273923A,"A system comprising: a High Bandwidth Memory (HBM), comprising: a first sensing unit configured to generate one or more first ambient signals corresponding to a first transistor in a first memory cell; and a second sensing unit configured to generate one or more second ambient signals corresponding to a second transistor in a second memory cell; and a Differential Dynamic Voltage and Frequency Scaling (DDVFS) device configured to perform the following for a first group of memory cells including a first memory cell: (1) A temperature of a first group controlled by adjusting one or more first transistor temperature effects (TTA) based on one or more first ambient signals, and (2) for a second group of memory cells including a second memory cell, a temperature of the second group controlled by adjusting one or more second TTA parameters based on one or more second ambient signals. Embodiments of the present application provide a system for controlling temperature in a memory and a method of controlling temperature in an HBM."
581925203,CN115273923A,"A system comprising: a High Bandwidth Memory (HBM), comprising: a first sensing unit configured to generate one or more first ambient signals corresponding to a first transistor in a first memory cell; and a second sensing unit configured to generate one or more second ambient signals corresponding to a second transistor in a second memory cell; and a Differential Dynamic Voltage and Frequency Scaling (DDVFS) device configured to perform the following for a first group of memory cells including a first memory cell: (1) A temperature of a first group controlled by adjusting one or more first transistor temperature effects (TTA) based on one or more first ambient signals, and (2) for a second group of memory cells including a second memory cell, a temperature of the second group controlled by adjusting one or more second TTA parameters based on one or more second ambient signals. Embodiments of the present application provide a system for controlling temperature in a memory and a method of controlling temperature in an HBM."
581925203,CN115273923A,"A system comprising: a High Bandwidth Memory (HBM), comprising: a first sensing unit configured to generate one or more first ambient signals corresponding to a first transistor in a first memory cell; and a second sensing unit configured to generate one or more second ambient signals corresponding to a second transistor in a second memory cell; and a Differential Dynamic Voltage and Frequency Scaling (DDVFS) device configured to perform the following for a first group of memory cells including a first memory cell: (1) A temperature of a first group controlled by adjusting one or more first transistor temperature effects (TTA) based on one or more first ambient signals, and (2) for a second group of memory cells including a second memory cell, a temperature of the second group controlled by adjusting one or more second TTA parameters based on one or more second ambient signals. Embodiments of the present application provide a system for controlling temperature in a memory and a method of controlling temperature in an HBM."
